County,State,Thousand Dry Tonnes/Yr
Wright,Iowa,0.37562
Allen,Kansas,0.13798
Anderson,Kansas,0.35616
Barber,Kansas,0
Brown,Kansas,0.045994
Butler,Kansas,0.0076657048
Chase,Kansas,0
Chautauqua,Kansas,0.015331
Cherokee,Kansas,0.16865
Cheyenne,Kansas,0
Clark,Kansas,0
Comanche,Kansas,0
Cowley,Kansas,0
Edwards,Kansas,0
Elk,Kansas,0.0076657048
Ford,Kansas,0
Gove,Kansas,0
Grant,Kansas,0
Gray,Kansas,0
Greeley,Kansas,0
Harper,Kansas,0
Haskell,Kansas,0
Hodgeman,Kansas,0
Kearny,Kansas,0
Kingman,Kansas,0
Kiowa,Kansas,0
Lane,Kansas,0
Lincoln,Kansas,0
Linn,Kansas,0.43695
Logan,Kansas,0
McPherson,Kansas,0.0076657048
Meade,Kansas,0
Morris,Kansas,0.0076657048
Morton,Kansas,0
Norton,Kansas,0
Osborne,Kansas,0
Ottawa,Kansas,2.275
Pawnee,Kansas,0
Phillips,Kansas,0.16511
Pottawatomie,Kansas,0.061326
Pratt,Kansas,0
Rawlins,Kansas,0
Rice,Kansas,0
Riley,Kansas,0.015331
Rush,Kansas,0
Scott,Kansas,0.0076657048
Seward,Kansas,0
Sheridan,Kansas,0
Sherman,Kansas,0
Smith,Kansas,0
Stafford,Kansas,0
Stevens,Kansas,0
Thomas,Kansas,0
Wichita,Kansas,0
Woodson,Kansas,0.20697
Adair,Kentucky,27.067
Allen,Kentucky,24.034
Anderson,Kentucky,1.1186
Ballard,Kentucky,18.351
Calloway,Kentucky,9.7641
Clinton,Kentucky,13.185
Crittenden,Kentucky,13.413
Cumberland,Kentucky,58.405
Daviess,Kentucky,14.205
Edmonson,Kentucky,10.923
Franklin,Kentucky,0.55075
Fulton,Kentucky,2.8098
Gallatin,Kentucky,3.8187
Garrard,Kentucky,0
Grant,Kentucky,2.9673
Graves,Kentucky,11.631
Grayson,Kentucky,26.428
Green,Kentucky,10.394
Greenup,Kentucky,70.581
Hancock,Kentucky,7.5348
Hardin,Kentucky,15.449
Harlan,Kentucky,28.828
Harrison,Kentucky,0
Hart,Kentucky,23.858
Henderson,Kentucky,0.56962
Henry,Kentucky,1.1493
Hickman,Kentucky,3.5899
Hopkins,Kentucky,37.515
Jackson,Kentucky,9.2967
Logan,Kentucky,8.7165
McCracken,Kentucky,2.1157
Marshall,Kentucky,9.8228
Mason,Kentucky,11.655
Metcalfe,Kentucky,24.903
Monroe,Kentucky,20.19
Montgomery,Kentucky,0.78662
Morgan,Kentucky,7.8355
Muhlenberg,Kentucky,25.667
Nelson,Kentucky,5.8577
Russell,Kentucky,14.771
Simpson,Kentucky,0.28481
Todd,Kentucky,9.0208
Trigg,Kentucky,21.509
Trimble,Kentucky,0.58967
Union,Kentucky,2.1234
Warren,Kentucky,6.6598
Washington,Kentucky,0.88156
Wayne,Kentucky,15.082
Webster,Kentucky,5.9975
Whitley,Kentucky,29.305
Wolfe,Kentucky,9.0851
Woodford,Kentucky,0
Acadia,Louisiana,3.6353
Allen,Louisiana,55.69
Ascension,Louisiana,5.4969
Assumption,Louisiana,8.5402
Avoyelles,Louisiana,18.604
West Baton Rouge,Louisiana,19.166
Cass,Michigan,2.5527
Charlevoix,Michigan,3.7025
Clare,Michigan,9.3286
Clinton,Michigan,0.35262
Crawford,Michigan,10.927
Gladwin,Michigan,9.8003
Gratiot,Michigan,0.83556
Hillsdale,Michigan,1.1269
Ionia,Michigan,1.2342
Kalamazoo,Michigan,4.0546
Lake,Michigan,8.3615
Lapeer,Michigan,2.0084
Leelanau,Michigan,2.959
Lenawee,Michigan,0.77424
Livingston,Michigan,0.79723
Luce,Michigan,23.198
Mackinac,Michigan,18.898
Macomb,Michigan,5.2587
Manistee,Michigan,4.9061
Mecosta,Michigan,2.4607
Menominee,Michigan,38.316
Missaukee,Michigan,7.3532
Monroe,Michigan,0.25297
Montmorency,Michigan,8.2259
Osceola,Michigan,5.9439
Oscoda,Michigan,7.6952
St. Joseph,Michigan,1.3185
Schoolcraft,Michigan,23.198
Shiawassee,Michigan,0.31429
Tuscola,Michigan,1.4028
Van Buren,Michigan,18.807
Washtenaw,Michigan,2.3764
Wayne,Michigan,9.6416
Wexford,Michigan,11.811
Aitkin,Minnesota,53.507
Anoka,Minnesota,0.57905
Carlton,Minnesota,26.883
Clay,Minnesota,0.25297
Clearwater,Minnesota,14.412
Cook,Minnesota,12.112
Cottonwood,Minnesota,0.022997
Dodge,Minnesota,1.2507
Douglas,Minnesota,1.7324
Faribault,Minnesota,1.2035
Freeborn,Minnesota,0.43695
Grant,Minnesota,0.0076657048
Houston,Minnesota,8.4382
Hubbard,Minnesota,33.21
Jackson,Minnesota,0.0076657048
Kanabec,Minnesota,5.32
Kandiyohi,Minnesota,0.076657
Kittson,Minnesota,1.2342
Koochiching,Minnesota,78.426
Lac qui Parle,Minnesota,0.05366
Lake,Minnesota,29.643
Lincoln,Minnesota,0.030663
Lyon,Minnesota,0.045994
McLeod,Minnesota,0.015331
Mahnomen,Minnesota,1.8321
Martin,Minnesota,0
Mower,Minnesota,0.22231
Murray,Minnesota,0.0076657048
Nobles,Minnesota,0.0076657048
Otter Tail,Minnesota,2.2767
Pennington,Minnesota,1.5638
Pipestone,Minnesota,0.030663
Pope,Minnesota,0.084323
Red Lake,Minnesota,1.6481
Rock,Minnesota,0.05366
Steele,Minnesota,0.39862
Stevens,Minnesota,0
Hooker,Nebraska,0
Howard,Nebraska,0.061326
Jefferson,Nebraska,0.0076657048
Swift,Minnesota,0.030663
Todd,Minnesota,6.7157
Traverse,Minnesota,0
Wabasha,Minnesota,4.0245
Johnson,Nebraska,0
Wadena,Minnesota,8.792
Waseca,Minnesota,0.16098
Watonwan,Minnesota,0.0076657048
Wilkin,Minnesota,0.0076657048
Winona,Minnesota,4.8371
Wright,Minnesota,0.59026
Yellow Medicine,Minnesota,0
Adams,Mississippi,25.87
Pershing,Nevada,0
Storey,Nevada,0
Washoe,Nevada,0
White Pine,Nevada,0
Carson City,Nevada,5.6726
Belknap,New Hampshire,1.3262
Carroll,New Hampshire,20.851
Cheshire,New Hampshire,8.3146
Coos,New Hampshire,45.346
Grafton,New Hampshire,21.753
Hillsborough,New Hampshire,2.0084
Merrimack,New Hampshire,19.707
Rockingham,New Hampshire,1.3533
Strafford,New Hampshire,6.8225
Sullivan,New Hampshire,13.161
Atlantic,New Jersey,1.4146
Bergen,New Jersey,0
Burlington,New Jersey,0.94288
Camden,New Jersey,5.9757
Cape May,New Jersey,0
Cumberland,New Jersey,0
Essex,New Jersey,0
Gloucester,New Jersey,0.54427
Hudson,New Jersey,0
Alcorn,Mississippi,10.809
Warren,New Jersey,0.31429
Bernalillo,New Mexico,0
Catron,New Mexico,0.0076657048
Chaves,New Mexico,0
Cibola,New Mexico,0
Colfax,New Mexico,5.1614
Curry,New Mexico,0
De Baca,New Mexico,0
Dona Ana,New Mexico,0
Eddy,New Mexico,0
Grant,New Mexico,0.22231
Guadalupe,New Mexico,0
Harding,New Mexico,0
Hidalgo,New Mexico,0
Lea,New Mexico,0
Lincoln,New Mexico,4.4001
Los Alamos,New Mexico,0
Benton,Mississippi,6.5324
Otero,New Mexico,7.4652
Quay,New Mexico,0
Rio Arriba,New Mexico,2.2844
Roosevelt,New Mexico,0
Sandoval,New Mexico,0.88156
San Juan,New Mexico,0
San Miguel,New Mexico,0.36029
Santa Fe,New Mexico,0.36029
Sierra,New Mexico,0
Socorro,New Mexico,0
Taos,New Mexico,0.72824
Torrance,New Mexico,0
Union,New Mexico,0
Valencia,New Mexico,0
Albany,New York,2.1387
Allegany,New York,6.5925
Bronx,New York,0.030663
Broome,New York,3.9632
Cattaraugus,New York,47.54
Cayuga,New York,3.4496
Chautauqua,New York,3.0356
Chemung,New York,3.4036
Chenango,New York,6.8225
Clinton,New York,4.6378
Columbia,New York,2.0828
Calhoun,Mississippi,24.12
Carroll,Mississippi,15.254
Greene,New York,3.3959
Hamilton,New York,15.101
Herkimer,New York,5.6673
Jefferson,New York,1.9318
Kings,New York,0
Lewis,New York,8.8627
Livingston,New York,3.1459
Madison,New York,2.9436
Monroe,New York,5.7265
Montgomery,New York,0.89689
Nassau,New York,0
New York,New York,0
Niagara,New York,0.30663
Oneida,New York,5.7646
Onondaga,New York,16.814
Ontario,New York,7.3025
Orange,New York,0.69758
Orleans,New York,1.0266
Oswego,New York,5.9439
Otsego,New York,7.7064
Putnam,New York,0.091988
Queens,New York,0
Rensselaer,New York,14.234
Richmond,New York,0
Chickasaw,Mississippi,12.46
Choctaw,Mississippi,18.026
Clarke,Mississippi,35.536
Clay,Mississippi,12.525
Coahoma,Mississippi,17.013
Copiah,Mississippi,54.827
Covington,Mississippi,45.532
DeSoto,Mississippi,1.9695
Steuben,New York,7.9664
Suffolk,New York,0.10732
Sullivan,New York,2.5373
Tioga,New York,2.8363
Tompkins,New York,2.1924
Ulster,New York,17.894
Warren,New York,24.812
Washington,New York,6.4982
Wayne,New York,1.3492
Westchester,New York,0.41395
Wyoming,New York,1.4948
Yates,New York,0.93522
Alamance,North Carolina,18.081
Forrest,Mississippi,10.313
Franklin,Mississippi,23.037
Beaufort,North Carolina,124.42
Bertie,North Carolina,55.612
George,Mississippi,7.3131
Greene,Mississippi,32.668
Forsyth,North Carolina,12.229
Franklin,North Carolina,31.109
Gaston,North Carolina,15.751
Gates,North Carolina,59.698
Graham,North Carolina,6.297
Granville,North Carolina,40.706
Greene,North Carolina,11.573
Guilford,North Carolina,26.482
Halifax,North Carolina,92.758
Harnett,North Carolina,13.562
Grenada,Mississippi,8.1374
Hancock,Mississippi,9.1045
Harrison,Mississippi,5.8837
Hinds,Mississippi,29.082
Holmes,Mississippi,33.087
Humphreys,Mississippi,1.8575
Issaquena,Mississippi,10.266
Hertford,North Carolina,44.838
Hoke,North Carolina,15.432
Hyde,North Carolina,9.5645
Iredell,North Carolina,26.742
Jackson,North Carolina,41.008
Johnston,North Carolina,16.627
Jones,North Carolina,43.593
Lee,North Carolina,12.599
Lenoir,North Carolina,20.443
Lincoln,North Carolina,19.694
McDowell,North Carolina,30.402
Macon,North Carolina,11.754
Madison,North Carolina,11.935
Itawamba,Mississippi,46.792
Jackson,Mississippi,6.4339
Nash,North Carolina,30.959
New Hanover,North Carolina,2.5102
Northampton,North Carolina,65.429
Onslow,North Carolina,47.513
Jasper,Mississippi,21.033
Pender,North Carolina,50.706
Perquimans,North Carolina,16.848
Jones,Mississippi,30.022
Swain,North Carolina,4.3099
Transylvania,North Carolina,1.3739
Tyrrell,North Carolina,11.565
Kemper,Mississippi,45.062
Vance,North Carolina,18.756
Wake,North Carolina,24.783
Warren,North Carolina,63.752
Washington,North Carolina,32.625
Watauga,North Carolina,7.8538
Wayne,North Carolina,19.761
Wilkes,North Carolina,58.218
Wilson,North Carolina,16.352
Yadkin,North Carolina,25.887
Yancey,North Carolina,7.6085
Lamar,Mississippi,20.597
Lauderdale,Mississippi,70.128
Lawrence,Mississippi,23.711
Leake,Mississippi,20.031
Lincoln,Mississippi,83.774
Lowndes,Mississippi,10.166
Madison,Mississippi,16.578
Rogers,Oklahoma,0
Seminole,Oklahoma,0
Sequoyah,Oklahoma,3.2384
Stephens,Oklahoma,0
Texas,Oklahoma,0
Tillman,Oklahoma,0
Tulsa,Oklahoma,0
Wagoner,Oklahoma,0
Washington,Oklahoma,0
Washita,Oklahoma,0
Woods,Oklahoma,0
Woodward,Oklahoma,0
Marion,Mississippi,54.903
Marshall,Mississippi,14.537
Neshoba,Mississippi,18.146
Klamath,Oregon,40.858
Lake,Oregon,14.571
Lane,Oregon,207.39
Lincoln,Oregon,76.657
Linn,Oregon,137.81
Malheur,Oregon,0.56726
Marion,Oregon,26.553
Morrow,Oregon,0.57493
Multnomah,Oregon,6.2092
Polk,Oregon,59.792
Sherman,Oregon,0
Tillamook,Oregon,97.354
Umatilla,Oregon,7.1999
Newton,Mississippi,16.263
Butler,Pennsylvania,7.7365
Cambria,Pennsylvania,18.787
Noxubee,Mississippi,23.158
Oktibbeha,Mississippi,8.7861
Beaufort,South Carolina,18.105
Berkeley,South Carolina,65.913
Calhoun,South Carolina,18.214
Charleston,South Carolina,42.168
Cherokee,South Carolina,21.669
Chester,South Carolina,49.282
Chesterfield,South Carolina,60.926
Clarendon,South Carolina,44.851
Colleton,South Carolina,136.09
Darlington,South Carolina,18.775
Dillon,South Carolina,39.474
Dorchester,South Carolina,53.102
Edgefield,South Carolina,52.982
Fairfield,South Carolina,96.316
Panola,Mississippi,22.69
Pearl River,Mississippi,19.754
Hampton,South Carolina,61.957
Horry,South Carolina,75.421
Jasper,South Carolina,55.174
Perry,Mississippi,18.121
Lancaster,South Carolina,53.093
Laurens,South Carolina,53.04
Lee,South Carolina,28.649
Lexington,South Carolina,34.506
McCormick,South Carolina,35.02
Marion,South Carolina,29.915
Marlboro,South Carolina,46.029
Newberry,South Carolina,76.711
Oconee,South Carolina,30.244
Orangeburg,South Carolina,68.401
Pickens,South Carolina,19.962
Richland,South Carolina,52.609
Pike,Mississippi,7.628
Pontotoc,Mississippi,9.7826
Prentiss,Mississippi,11.157
Cannon,Tennessee,5.261
Carroll,Tennessee,18.351
Carter,Tennessee,3.252
Cheatham,Tennessee,7.5442
Chester,Tennessee,21.283
Claiborne,Tennessee,14.512
Clay,Tennessee,5.6815
Cocke,Tennessee,7.0536
Coffee,Tennessee,5.0847
Quitman,Mississippi,1.0927
Rankin,Mississippi,20.546
Decatur,Tennessee,22.124
DeKalb,Tennessee,5.9805
Dickson,Tennessee,16.748
Dyer,Tennessee,3.3494
Fayette,Tennessee,6.4433
Fentress,Tennessee,11.636
Franklin,Tennessee,15.349
Gibson,Tennessee,3.3281
Giles,Tennessee,23.652
Grainger,Tennessee,8.1552
Scott,Mississippi,38.751
Sharkey,Mississippi,3.4997
Simpson,Mississippi,38.599
Stone,Mississippi,3.6972
Tippah,Mississippi,20.22
Union,Mississippi,11.634
Walthall,Mississippi,12.289
Ward,Texas,0
Washington,Texas,0
Webb,Texas,0
Wharton,Texas,0
Wayne,Mississippi,45.074
Webster,Mississippi,20.133
Wilkinson,Mississippi,36.518
Box Elder,Utah,0
Cache,Utah,0.32963
Carbon,Utah,0.084323
Daggett,Utah,0
Davis,Utah,0
Duchesne,Utah,0.16865
Emery,Utah,0.0076657048
Garfield,Utah,0.91988
Grand,Utah,1.5638
Iron,Utah,0.42928
Juab,Utah,0
Winston,Mississippi,52.706
Addison,Vermont,4.1165
Yalobusha,Mississippi,12.088
Yazoo,Mississippi,17.042
Orange,Vermont,11.392
Orleans,Vermont,14.441
Rutland,Vermont,14.352
Washington,Vermont,6.0028
Windham,Vermont,16.888
Windsor,Vermont,17.472
Accomack,Virginia,0
Albemarle,Virginia,34.396
Alleghany,Virginia,54.257
Amelia,Virginia,32.623
Amherst,Virginia,35.273
Appomattox,Virginia,28.553
Arlington,Virginia,0
Augusta,Virginia,32.31
Bath,Virginia,51.067
Bedford,Virginia,50.561
Bland,Virginia,28.775
Botetourt,Virginia,31.552
Brunswick,Virginia,112.7
Adair,Missouri,1.6405
Andrew,Missouri,0.30663
Charles City,Virginia,15.961
Charlotte,Virginia,82.449
Chesterfield,Virginia,16.77
Clarke,Virginia,4.1831
Craig,Virginia,7.4381
Culpeper,Virginia,9.9861
Cumberland,Virginia,24.14
Dickenson,Virginia,70.426
Dinwiddie,Virginia,55.753
Essex,Virginia,13.207
Fairfax,Virginia,2.4973
Fauquier,Virginia,7.9329
Floyd,Virginia,19.365
Fluvanna,Virginia,17.409
Franklin,Virginia,52.968
Frederick,Virginia,12.784
Giles,Virginia,30.073
Atchison,Missouri,0.05366
Audrain,Missouri,3.4266
Barry,Missouri,7.5065
Bollinger,Missouri,20.175
Boone,Missouri,2.7903
Buchanan,Missouri,1.0119
Butler,Missouri,11.274
Greensville,Virginia,47.487
Halifax,Virginia,110.74
Hanover,Virginia,19.157
Henrico,Virginia,1.1044
Henry,Virginia,34.648
Caldwell,Missouri,0.69758
Callaway,Missouri,1.4948
Camden,Missouri,4.6531
Cape Girardeau,Missouri,4.7987
Carroll,Missouri,2.292
James City,Virginia,3.2013
King and Queen,Virginia,20.709
King George,Virginia,19.794
King William,Virginia,17.906
Lancaster,Virginia,6.7075
Lee,Virginia,9.3369
Loudoun,Virginia,5.1643
Louisa,Virginia,42.487
Lunenburg,Virginia,37.131
Madison,Virginia,5.3442
Mathews,Virginia,3.5079
Carter,Missouri,21.771
Cass,Missouri,1.8704
New Kent,Virginia,8.6357
Northampton,Virginia,0
Northumberland,Virginia,15.341
Nottoway,Virginia,34.167
Orange,Virginia,14.431
Page,Virginia,1.6929
Patrick,Virginia,55.819
Pittsylvania,Virginia,109.17
Powhatan,Virginia,8.8368
Prince Edward,Virginia,35.633
Prince George,Virginia,12.544
Prince William,Virginia,4.6331
Pulaski,Virginia,1.5992
Rappahannock,Virginia,4.9509
Richmond,Virginia,16.229
Roanoke,Virginia,6.7357
Rockbridge,Virginia,27.909
Rockingham,Virginia,23.616
Cedar,Missouri,25.854
Spotsylvania,Virginia,24.34
Stafford,Virginia,22.289
Surry,Virginia,46.305
Sussex,Virginia,48.425
Tazewell,Virginia,25.358
Warren,Virginia,5.0382
Washington,Virginia,3.6571
Westmoreland,Virginia,12.109
Wise,Virginia,12.273
Wythe,Virginia,7.086
York,Virginia,0
Alexandria,Virginia,0
Cooper,Missouri,1.1958
Crawford,Missouri,10.779
Dade,Missouri,0.59792
Dallas,Missouri,4.2928
Daviess,Missouri,4.5287
DeKalb,Missouri,0.27597
Dent,Missouri,11.174
Douglas,Missouri,14.022
Gentry,Missouri,2.6842
Bedford City,Virginia,0
Grundy,Missouri,5.7705
Buena Vista,Virginia,0
Charlottesville,Virginia,0
Chesapeake,Virginia,5.5866
Colonial Heights,Virginia,0
Harrison,Missouri,1.7784
Hickory,Missouri,3.8942
Howard,Missouri,1.3415
Iron,Missouri,14.182
Jackson,Missouri,0
Jasper,Missouri,0.85089
Jefferson,Missouri,6.1326
Knox,Missouri,7.0825
Lewis,Missouri,2.9513
McDonald,Missouri,6.5866
Macon,Missouri,6.7402
Madison,Missouri,28.77
Mercer,Missouri,1.2802
Moniteau,Missouri,2.0774
Monroe,Missouri,2.407
Newton,Missouri,3.7255
Nodaway,Missouri,0.41395
Oregon,Missouri,24.418
Osage,Missouri,12.902
Ozark,Missouri,6.3448
Pemiscot,Missouri,0
Perry,Missouri,14.535
Pettis,Missouri,1.7171
Pulaski,Missouri,1.6865
Randolph,Missouri,8.6151
Reynolds,Missouri,25.934
Ripley,Missouri,20.178
St. Francois,Missouri,4.6224
St. Louis,Missouri,4.0699
Saline,Missouri,0.69758
Schuyler,Missouri,1.5408
Scotland,Missouri,2.798
Scott,Missouri,0.5596
Shannon,Missouri,36.483
Covington,Virginia,0
Danville,Virginia,0
Shelby,Missouri,7.327
Stoddard,Missouri,2.5757
Stone,Missouri,3.6565
Falls Church,Virginia,0
Sullivan,Missouri,0.42928
Wayne,Missouri,13.262
Wright,Missouri,4.6914
St. Louis City,Missouri,0
Beaverhead,Montana,4.1625
Big Horn,Montana,1.6635
Blaine,Montana,0
Broadwater,Montana,2.9896
Carbon,Montana,0
Daniels,Montana,0
Dawson,Montana,0
Deer Lodge,Montana,2.959
Fallon,Montana,0
Fergus,Montana,2.5833
Flathead,Montana,40.953
Gallatin,Montana,1.4105
Garfield,Montana,0
Liberty,Montana,0
Lincoln,Montana,23.864
McCone,Montana,0
Madison,Montana,0.72824
Meagher,Montana,1.1652
Mineral,Montana,8.3615
Missoula,Montana,32.314
Musselshell,Montana,0.56726
Park,Montana,1.9241
Banner,Nebraska,1.3385
Blaine,Nebraska,0
Custer,Nebraska,0
Dakota,Nebraska,1.2342
Deuel,Nebraska,0
Dixon,Nebraska,0.62092
Dodge,Nebraska,0.42161
Dundy,Nebraska,0
Garfield,Nebraska,0
Grant,Nebraska,0
Greeley,Nebraska,0.061326
Hall,Nebraska,0.23764
Hayes,Nebraska,0
Hitchcock,Nebraska,0
Kimball,Nebraska,0.0076657048
Logan,Nebraska,0
Loup,Nebraska,0.0076657048
McPherson,Nebraska,0
Red Willow,Nebraska,0
Richardson,Nebraska,0.099654
Rock,Nebraska,0.015331
Saline,Nebraska,0.045994
Sarpy,Nebraska,0.66692
Sherman,Nebraska,0.015331
Thomas,Nebraska,0
Galax,Virginia,0
Valley,Nebraska,0
Wheeler,Nebraska,0
York,Nebraska,0.045994
Churchill,Nevada,0
Douglas,Nevada,0
Elko,Nevada,0
Esmeralda,Nevada,0
Eureka,Nevada,0
Humboldt,Nevada,0
Lander,Nevada,0
Lincoln,Nevada,0
Lyon,Nevada,0
Luna,New Mexico,0
Cortland,New York,4.6914
Delaware,New York,16.303
Dutchess,New York,0.88156
Erie,New York,1.9394
Essex,New York,25.981
Franklin,New York,8.2495
Caswell,North Carolina,40.001
Catawba,North Carolina,25.451
Chatham,North Carolina,53.407
Cherokee,North Carolina,20.65
Chowan,North Carolina,6.51
Clay,North Carolina,7.349
Cleveland,North Carolina,36.294
Columbus,North Carolina,75.576
Craven,North Carolina,62.262
Cumberland,North Carolina,15.885
Currituck,North Carolina,16.162
Dare,North Carolina,0.58554
Davidson,North Carolina,26.73
Davie,North Carolina,12.997
Person,North Carolina,44.155
Rockingham,North Carolina,32.442
Stanly,North Carolina,11.89
Stokes,North Carolina,26.705
Surry,North Carolina,30.571
Adams,North Dakota,0
Barnes,North Dakota,0.0076657048
Benson,North Dakota,0
Billings,North Dakota,0
Bottineau,North Dakota,1.9223
Bowman,North Dakota,0
Burke,North Dakota,0
Cavalier,North Dakota,0
Dickey,North Dakota,0
Divide,North Dakota,0
Eddy,North Dakota,0
Foster,North Dakota,0
Golden Valley,North Dakota,0
Griggs,North Dakota,0
Hettinger,North Dakota,0
Logan,North Dakota,0
McHenry,North Dakota,0
McIntosh,North Dakota,0
Mercer,North Dakota,0
Morton,North Dakota,0.015331
Mountrail,North Dakota,0
Nelson,North Dakota,0
Pierce,North Dakota,0
Ransom,North Dakota,0.20697
Renville,North Dakota,0
Rolette,North Dakota,0
Sargent,North Dakota,0
Sheridan,North Dakota,0
Slope,North Dakota,0.015331
Steele,North Dakota,0
Towner,North Dakota,0
Wells,North Dakota,0
Athens,Ohio,7.4121
Auglaize,Ohio,2.5144
Belmont,Ohio,5.9474
Brown,Ohio,1.0502
Butler,Ohio,2.0774
Champaign,Ohio,0.0076657048
Clark,Ohio,1.6175
Clermont,Ohio,10.564
Clinton,Ohio,0.74357
Darke,Ohio,0.39095
Delaware,Ohio,0.65158
Erie,Ohio,0.89689
Fairfield,Ohio,0.85856
Fayette,Ohio,0
Fulton,Ohio,0
Henry,Ohio,0.21464
Hocking,Ohio,17.861
Jackson,Ohio,12.772
Logan,Ohio,3.1199
Marion,Ohio,0.068991
Mercer,Ohio,1.2035
Miami,Ohio,0.076657
Morrow,Ohio,0.19931
Paulding,Ohio,0.0076657048
Perry,Ohio,8.0549
Pickaway,Ohio,9.4583
Preble,Ohio,0.37562
Seneca,Ohio,0.25297
Shelby,Ohio,0
Union,Ohio,1.5331
Van Wert,Ohio,0
Vinton,Ohio,15.868
Williams,Ohio,1.0885
Adair,Oklahoma,11.2
Alfalfa,Oklahoma,0
Beckham,Oklahoma,0
Canadian,Oklahoma,0
Carter,Oklahoma,0
Cherokee,Oklahoma,2.6848
Choctaw,Oklahoma,5.5424
Cimarron,Oklahoma,0
Coal,Oklahoma,0.28953
Craig,Oklahoma,0
Custer,Oklahoma,0
Delaware,Oklahoma,2.5975
Dewey,Oklahoma,0
Grant,Oklahoma,0
Harmon,Oklahoma,0
Harper,Oklahoma,0
Johnston,Oklahoma,0
Kay,Oklahoma,0
Latimer,Oklahoma,4.3494
Logan,Oklahoma,0
Love,Oklahoma,0
McClain,Oklahoma,0
McCurtain,Oklahoma,68.627
McIntosh,Oklahoma,0
Major,Oklahoma,0
Mayes,Oklahoma,0.50122
Nowata,Oklahoma,0
Ottawa,Oklahoma,0.95586
Pawnee,Oklahoma,0
Payne,Oklahoma,0
Pittsburg,Oklahoma,0.07194
Pontotoc,Oklahoma,0
Pottawatomie,Oklahoma,0
Pushmataha,Oklahoma,74.846
Columbia,Oregon,73.414
Coos,Oregon,145.12
Crook,Oregon,0.99654
Curry,Oregon,37.35
Deschutes,Oregon,19.211
Douglas,Oregon,201.43
Gilliam,Oregon,0
Grant,Oregon,8.6858
Harney,Oregon,7.7188
Hood River,Oregon,13.315
Cameron,Pennsylvania,7.6008
Fayette,Pennsylvania,14.636
Forest,Pennsylvania,16.251
Franklin,Pennsylvania,24.819
Fulton,Pennsylvania,16.682
Greene,Pennsylvania,6.3331
Huntingdon,Pennsylvania,28.18
Indiana,Pennsylvania,16.806
Jefferson,Pennsylvania,22.637
Juniata,Pennsylvania,19.217
Lackawanna,Pennsylvania,3.6795
Lancaster,Pennsylvania,12.786
Lawrence,Pennsylvania,5.9792
Lebanon,Pennsylvania,4.5688
McKean,Pennsylvania,25.332
Mercer,Pennsylvania,15.85
Mifflin,Pennsylvania,12.424
Monroe,Pennsylvania,3.0203
Montgomery,Pennsylvania,1.5025
Montour,Pennsylvania,0.27597
Northampton,Pennsylvania,0.35262
Northumberland,Pennsylvania,16.658
Potter,Pennsylvania,51.614
Sullivan,Pennsylvania,20.697
Susquehanna,Pennsylvania,15.19
Tioga,Pennsylvania,21.263
Union,Pennsylvania,4.2085
Warren,Pennsylvania,37.509
Washington,Pennsylvania,10.818
Wayne,Pennsylvania,9.0986
Wyoming,Pennsylvania,8.9335
York,Pennsylvania,10.313
Bristol,Rhode Island,0.061326
Kent,Rhode Island,2.5645
Newport,Rhode Island,0.0076657048
Providence,Rhode Island,0.39862
Washington,Rhode Island,12.107
Abbeville,South Carolina,35.08
Aiken,South Carolina,65.534
Allendale,South Carolina,53.193
Aurora,South Dakota,0
Buffalo,South Dakota,0
Campbell,South Dakota,0
Clark,South Dakota,0
Codington,South Dakota,0
Corson,South Dakota,0
Davison,South Dakota,0
Douglas,South Dakota,0
Faulk,South Dakota,0
Haakon,South Dakota,0
Hamlin,South Dakota,0
Hutchinson,South Dakota,0
Hyde,South Dakota,0
Jerauld,South Dakota,0
Lake,South Dakota,0
Marshall,South Dakota,0
Meade,South Dakota,1.6788
Miner,South Dakota,0
Moody,South Dakota,0.076657
Roberts,South Dakota,0
Sanborn,South Dakota,0
Shannon,South Dakota,0
Spink,South Dakota,0
Stanley,South Dakota,0
Sully,South Dakota,0
Todd,South Dakota,0.10732
Tripp,South Dakota,0
Turner,South Dakota,0
Union,South Dakota,0
Walworth,South Dakota,0
Yankton,South Dakota,0
Ziebach,South Dakota,0
Anderson,Tennessee,12.082
Bedford,Tennessee,3.0344
Benton,Tennessee,10.166
Houston,Tennessee,28.47
Lake,Tennessee,1.1286
Lauderdale,Tennessee,0.2854
Lawrence,Tennessee,27.021
Lewis,Tennessee,55.053
Lincoln,Tennessee,8.3203
Loudon,Tennessee,2.0043
Macon,Tennessee,19.364
Madison,Tennessee,18.166
Marion,Tennessee,20.139
Marshall,Tennessee,1.9707
Maury,Tennessee,6.7599
Meigs,Tennessee,3.604
Monroe,Tennessee,17.552
Montgomery,Tennessee,7.9936
Moore,Tennessee,2.8322
Morgan,Tennessee,13.745
Obion,Tennessee,9.0455
Overton,Tennessee,17.418
Perry,Tennessee,31.481
Pickett,Tennessee,6.3619
Polk,Tennessee,12.198
Putnam,Tennessee,11.216
Rhea,Tennessee,19.266
Roane,Tennessee,6.1402
Robertson,Tennessee,3.4366
Rutherford,Tennessee,0.70583
Stewart,Tennessee,35.839
Trousdale,Tennessee,1.5408
Unicoi,Tennessee,5.0335
Union,Tennessee,2.6417
Van Buren,Tennessee,25.171
